Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,EMA_20,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,VWAP_D,STOCHk_14_3_3,STOCHd_14_3_3,OBV,ATRr_14,CMF_20,marketCap,forwardPE,dividendYield,profitMargins,bookValue,earningsQuarterlyGrowth,debtToEquity,revenueQuarterlyGrowth,returnOnAssets,returnOnEquity,news_sentiment
2018-01-02 00:00:00-05:00,58.599998474121094,59.5,58.5255012512207,59.45050048828125,53890000,0.0,0.0,,,,,,,,,,,,59.15866724650065,,,53890000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-03 00:00:00-05:00,59.415000915527344,60.27450180053711,59.415000915527344,60.209999084472656,62176000,0.0,0.0,,,,,,,,,,,,59.96650060017904,,,116066000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-04 00:00:00-05:00,60.25,60.79349899291992,60.233001708984375,60.47949981689453,60442000,0.0,0.0,,,,,,,,,,,,60.502000172932945,,,176508000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-05 00:00:00-05:00,60.8754997253418,61.457000732421875,60.5,61.457000732421875,70894000,0.0,0.0,,,,,,,,,,,,61.13800048828125,,,247402000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-08 00:00:00-05:00,61.79999923706055,62.65399932861328,61.60150146484375,62.34349822998047,85590000,0.0,0.0,,,,,,,,,,,,62.199666341145836,,,332992000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-09 00:00:00-05:00,62.845001220703125,62.96649932861328,62.0880012512207,62.6349983215332,73226000,0.0,0.0,,,,,,,,,,,,62.56316630045573,,,406218000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-10 00:00:00-05:00,62.25749969482422,62.71649932861328,61.86149978637695,62.71649932861328,53720000,0.0,0.0,,,,,,,,,,,,62.43149948120117,,,459938000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-11 00:00:00-05:00,62.98699951171875,63.8385009765625,62.823001861572266,63.83399963378906,62500000,0.0,0.0,,,,,,,,,,,,63.49850082397461,,,522438000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-12 00:00:00-05:00,63.669498443603516,65.28800201416016,63.669498443603516,65.26000213623047,108874000,0.0,0.0,,,,,,,,,,,,64.73916753133138,,,631312000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-16 00:00:00-05:00,66.1500015258789,66.99700164794922,64.61499786376953,65.24299621582031,144414000,0.0,0.0,,,,,,,,,,,,65.61833190917969,,,486898000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-17 00:00:00-05:00,65.61199951171875,65.69999694824219,64.04399871826172,64.75,105076000,0.0,0.0,,,,,,,,,,,,64.83133188883464,,,381822000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-18 00:00:00-05:00,64.69750213623047,65.2300033569336,64.20099639892578,64.66600036621094,80538000,0.0,0.0,,,,,,,,,,,,64.69900004069011,,,301284000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-19 00:00:00-05:00,65.5999984741211,65.6500015258789,64.64949798583984,64.72899627685547,91570000,0.0,0.0,,,,,,,,,,,,65.0094985961914,,,392854000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-22 00:00:00-05:00,64.8584976196289,66.37249755859375,64.83300018310547,66.3655014038086,82802000,0.0,0.0,,,,,,,,,,,,65.85699971516927,,,475656000.0,,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-23 00:00:00-05:00,66.90450286865234,68.24500274658203,66.86699676513672,68.12699890136719,103386000,0.0,0.0,,,93.45844259616213,,,,,,,,,67.74633280436198,,,579042000.0,1.3460726610964033,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-24 00:00:00-05:00,68.74099731445312,69.40799713134766,66.9000015258789,67.87550354003906,136150000,0.0,0.0,,,89.88398726036516,,,,,,,,,68.06116739908855,91.50208638256272,,442892000.0,1.4697651620591987,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-25 00:00:00-05:00,68.4000015258789,68.91699981689453,67.88099670410156,68.89749908447266,95060000,0.0,0.0,,,91.33440593453471,,,,,,,,,68.56516520182292,92.07662797933067,,537952000.0,1.425716661552156,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-26 00:00:00-05:00,69.60050201416016,70.12650299072266,69.04550170898438,70.10250091552734,97146000,0.0,0.0,,,92.66905572122452,,,,,,,,,69.75816853841145,92.42824377671934,92.00231937953758,635098000.0,1.4061006842969725,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-29 00:00:00-05:00,70.45899963378906,71.56950378417969,70.02200317382812,70.88400268554688,114038000,0.0,0.0,,,93.38106261072257,,,,,,,,,70.82516988118489,95.64215734341617,93.3823430331554,749136000.0,1.4198130019069415,,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-30 00:00:00-05:00,70.15850067138672,71.9625015258789,69.5999984741211,71.89099884033203,117438000,0.0,0.0,65.09584980010986,65.09584980010986,94.16717677502915,,,,58.03344236934066,65.09584980010986,72.15825723087906,21.698487545537134,0.9810788039937595,71.15116628011067,97.3164595164085,95.12895354551468,866574000.0,1.5089535087622814,0.39763908210644977,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-01-31 00:00:00-05:00,72.56500244140625,73.62899780273438,72.50199890136719,72.54450225830078,128494000,0.0,0.0,65.75054988861083,65.80524527231852,94.6142211166922,,,,58.47830396230161,65.75054988861083,73.02279581492006,22.12071515334629,0.9671151414937078,72.89183298746745,94.06495805672057,95.67452497218176,995068000.0,1.5301223236560373,0.29255274999296516,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-01 00:00:00-05:00,72.25,72.99400329589844,69.25700378417969,69.5,182276000,0.0,0.0,66.21504993438721,66.15712667495484,68.33693960128075,,,,59.23689443113795,66.21504993438721,73.19320543763648,21.077249085106637,0.735373807883989,70.5836690266927,82.59939470343545,91.3269374255215,812792000.0,1.729892260718871,0.16888381424178728,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-02 00:00:00-05:00,73.86949920654297,74.9000015258789,70.69999694824219,71.49749755859375,222514000,0.0,0.0,66.76594982147216,66.66573342577759,73.53109191861499,,,,59.94816168780227,66.76594982147216,73.58373795514206,20.422949578041557,0.8470002033177496,72.36583201090495,72.38797262830307,83.01744179615304,1035306000.0,2.0558919253667485,0.09554173817344563,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-05 00:00:00-05:00,70.13099670410156,72.9489974975586,66.03600311279297,69.5,229900000,0.0,0.0,67.16809978485108,66.93566357570353,62.49118881335931,,,,60.711060629545976,67.16809978485108,73.62513894015618,19.226505367839522,0.6805703944998565,69.49500020345052,59.15263072603063,71.37999935258972,805406000.0,2.4799496301594597,0.058566560806769474,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-06 00:00:00-05:00,68.072998046875,72.19950103759766,67.5895004272461,72.14199829101562,221336000,0.0,0.0,67.65802478790283,67.43150497716182,69.09950283362264,,,,61.25288420740382,67.65802478790283,74.06316536840185,18.93386808313757,0.8500292809157552,70.64366658528645,64.37921643699835,65.30660659711069,1026742000.0,2.6630107314694236,0.12907361616747717,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-07 00:00:00-05:00,72.44999694824219,73.04949951171875,70.75749969482422,70.83899688720703,143254000,0.0,0.0,68.06822471618652,67.75602801621375,63.18686577929831,3.3049875049546813,,,61.95836975438589,68.06822471618652,74.17807967798716,17.95215017660867,0.7267461493229893,71.54866536458333,61.62072716931442,61.71752477744781,883488000.0,2.63158141711245,0.06556693091424123,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-08 00:00:00-05:00,71.48400115966797,71.6875,67.49700164794922,67.5250015258789,171572000,0.0,0.0,68.3086498260498,67.73402549332471,51.18965706841685,2.88154666624753,,,62.70240901044733,68.3086498260498,73.91489064165226,16.414438961621816,0.4301092901690954,68.90316772460938,53.78170232676809,59.92721531102696,711916000.0,2.761910092363988,-0.021884483667770252,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-09 00:00:00-05:00,68.67449951171875,69.17500305175781,63.29650115966797,66.9800033569336,282830000,0.0,0.0,68.46595001220703,67.66221386128746,49.52432889337729,2.473477247330365,,,63.20481666399908,68.46595001220703,73.72708336041498,15.368612711194173,0.358780745808355,66.4838358561198,39.62266169787083,51.67503039798445,429086000.0,3.019329904752023,-0.01681512573072885,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-12 00:00:00-05:00,68.2334976196289,69.69049835205078,67.20050048828125,69.3115005493164,134778000,0.0,0.0,68.66852493286133,67.81928878395688,56.10351132099682,2.3115653447525375,,,63.60860907395826,68.66852493286133,73.7284407917644,14.737220185959302,0.5635361964886967,68.73416646321614,36.77446565230924,43.39294322564939,563864000.0,2.994102933511424,-0.020601480932131076,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-13 00:00:00-05:00,69.29650115966797,70.98600006103516,69.17649841308594,70.72550201416016,118358000,0.0,0.0,68.94265022277833,68.09607099635718,59.547303598673324,2.2711665026662473,,,64.06396686092407,68.94265022277833,73.82133358463258,14.152874443002956,0.6827185389117173,70.29600016276042,49.202114019780474,41.86641378998686,682222000.0,2.8983218835611706,0.032576405264599796,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-14 00:00:00-05:00,70.3125,72.60299682617188,70.16799926757812,72.55249786376953,119184000,0.0,0.0,69.3327751159668,68.52049260277741,63.528661771915715,2.3593760075228545,,,64.61225624234564,69.3327751159668,74.05329398958796,13.616990999496458,0.8410348347291801,71.77449798583984,65.21019873837362,50.39559280348778,801406000.0,2.8612095909821615,0.07757460081932578,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-15 00:00:00-05:00,73.34449768066406,73.4469985961914,71.84200286865234,73.08799743652344,113054000,0.0,0.0,69.75387496948242,68.95549306313417,64.6275540397026,2.4443164572168286,,,65.27742774963727,69.75387496948242,74.23032218932758,12.834977904248667,0.8724072130528039,72.79233296712239,76.05892762195569,63.4904134600366,914460000.0,2.761451867180605,0.10087976874979432,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
2018-02-16 00:00:00-05:00,72.86849975585938,73.29000091552734,72.3280029296875,72.43450164794922,89452000,0.0,0.0,70.1391502380371,69.28682721406894,62.16591649512071,2.430879066210821,,,66.16019280115013,70.1391502380371,74.11810767492408,11.345895761164062,0.7884362859266894,72.68416849772136,80.96836465920701,74.07916367317877,825008000.0,2.619686375541988,0.10349269319628146,2151474266112,33.257103,,0.080419995,24.655,0.552,61.175,,0.07069,0.22558,0.4964799999999999
